Ааронов	aaron
метрологический	metrological
метрология	metrology
метроном	metronome
метрополитен	the underground,subway,metro,tube
метрополия	mother country,centre of empire
метёлка	whisk,panicle
метёт	there is a snow-storm
мех	fur,furs,bellows,wineskin,water-skin
механизатор	mechanization expert,machine-operator
механизация	mechanization
механизированный	mechanized
механизировать	mechanize
механизм	mechanism,gear,machinery
механик	mechanical engineer,mechanician,mechanic,operator
механика	mechanics
механист	mechanist
механистический	mechanistic
механицизм	mechanism
механический	mechanical,power-driver,automatic
меховой	adjective of мех
меховщик	furrier
меховщица	furrier
меценат	patron of art,of literature,maecenas,sponsor,philanthropist
меценатство	patronage of art,of literature
меццо-сопрано	mezzo-soprano
меццо-тинто	mezzo-tinto,mezzotint
меч	sword
меч-рыба	sword-fish
меченосец	sword-bearer
меченый	marked
мечеть	mosque
мечта	dream,day-dream,waking dream
мечтание	dreaming
мечтатель	dreamer,day-dreamer,visionary
мечтательница	dreamer,day-dreamer,visionary
мечтательность	dreaminess,reverie
мечтательный	dreamy,pensive
мечтать	dream
мешалка	mixer,stirring rod
мешанина	medley,jumble,mishmash
мешать	disturb
мешаться	meddle,interfere,become confused
мешкать	loiter,linger,delay,dally
мешковатый	awkward,clumsy,baggy
мешковина	sacking,hessian
мешкотный	sluggish,slow,long
мешок	bag,sack,pocket,clumsy fellow
мещанин	petty bourgeois,philistine
мещанка	petty bourgeois,philistine
мещанский	narrow-minded,vulgar
мещанство	lower middle classes,petty bourgeoisie,philistinism,narrow-mindedness
мзда	recompense,bribe
мздоимец	bribe-taker
мздоимство	bribery
ми	e,mi
миазмы	miasma
миг	moment,instant
мигание	winking,blinking,twinkling
мигать	blink,twinkle
мигом	in a flash,in a jiffy
мигрант	migrant
миграционный	migratory
миграция	migration
мигрень	migraine,megrim,severe headache
мигрировать	migrate
мид	ministry of foreign affairs
мидель	midship section
миелин	myelin
миелит	myelitis
мизансцена	mise en scene
мизантроп	misanthrope
мизантропический	misanthropic
мизантропия	misanthropy
мизерность	scantiness
мизерный	scanty,meagre,wretched
мизинец	little finger,pinkey,little toe
микадо	mikado
миканит	micanite
микология	mycology
микроавтобус	minibus
микроампер	microampere
микроб	microbe
микробиолог	microbiologist
микробиология	microbiology
микровольт	microvolt
микрография	micrography
микроисследование	microexamination
микрокалькулятор	microcalculator
микроклимат	microclimate
микрококк	micrococcus
микрокосм	microcosm
микролитражка	minicar
микрометр	micrometer,micrometer gauge
микрометрический	micrometrical
микрометрия	micrometry
микромир	microcosm
микрон	micron
микроорганизм	microorganism
микропористый	microcellular,microporous
микрорайон	micro-district
микроскоп	microscope
микроскопический	microscopic
микроскопичный	microscopical
микроскопия	microscopy
микроспора	microspore
микроструктура	microstructure
микротом	microtome
микрофарада	microfarad
микрофильм	microfilm
микрофон	microphone,mike
микрофонный	microphonic
микрофотография	microphotography
микрохимический	microchemical
микрохимия	microchemistry
